 ,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,,2011,2012,2013,2014,2015,2016,2017,2018
United States,80.3,79.7,79.3,78.9,78.5,78.1,77.9,77.9,77.8,77.7,77.7,77.3,76.5,,76.0,75.5,75.0,74.4,73.8,73.6,73.3,73.2
China,..,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,..,..,..
"Created from: Education Statistics - All Indicators
Series : Labor force with advanced education (% of total labor force)",,,,,,,,,,,,,,,,,,,,,,
